product_id,product_name,category,stock_level,reorder_point,daily_sales_volume,unit_price
807,Smartphone Gimbal Stabilizer,Photography,63749,33065,9904,4068.34
808,Maxi Wrap Dress,Clothing - Dresses,28538,2410,2569,3795.87
809,Field Journal,Books,99196,15146,738,7023.28
810,Baby Safety Corner Guards,Baby,94472,36149,1990,9084.51
811,Spiralizer,Kitchen,15449,32267,9132,231.56
812,Salsa Verde,Food - Condiments,56871,17232,402,3441.8
813,Vacuum Sealer Machine,Kitchen,12097,27591,1806,5839.47
814,Wall Art,Home,94667,7638,6050,450.28
815,Matcha Green Tea Powder,Food - Beverages,33228,48930,2333,4791.53
816,Tomato Sauce,Food - Canned Goods,24073,40563,2035,9674.44
817,Red Lentil Pasta,Food - Pasta,10976,26022,4775,2207.55
818,Non-Stick Crepe Pan,Kitchen,58242,2323,4810,2327.25
819,Vegetarian Pizza,Food - Frozen Foods,97125,27448,5348,3931.07
820,Artisan Bread,Food - Bakery,56835,1470,2117,6863.12
821,Fitness Activity Journal,Fitness,20471,24159,874,4463.76
822,Magnetic Spice Containers,Kitchen,80529,46982,580,8534.84
823,Tortilla Chips,Food - Snacks,97526,28775,3701,453.11
824,Pesto Pasta Salad,Food - Prepared Foods,24591,29835,4018,5423.44
825,Fleece Lined Leggings,Clothing,15802,48986,3665,4482.25
826,Wireless Security System,Home Security,62963,32802,3483,3438.38
827,A-Line Skirt,Clothing - Bottoms,44907,30836,3683,9836.85
828,LED Desk Lamp with USB Charging,Office,40397,13624,7087,4035.23
829,Compost Bin,Garden,71076,26555,6352,2536.38
830,Organic Coconut Flour,Food - Baking,71654,18524,7534,4569.98
831,High-Low Hem Tee,Clothing - Tops,32466,4583,906,1169.75
832,Asian Noodle Salad Kit,Food - Salads,91836,8127,7953,1313.49
833,Aeropress Coffee Maker,Kitchen,88381,17395,9894,6367.73
834,Car Sunshade,Automotive,58319,32712,5352,375.03
835,Balsamic Salad Dressing,Food - Deli,76179,25172,8561,2667.28
836,Wildflower Honey,Food - Condiments,21672,15866,6399,3030.4
837,Pet Hair Vacuum Cleaner Attachment,Pets,97537,21132,8591,4516.84
838,Cauliflower Pizza Crust,Food - Frozen Foods,87506,15742,9304,6448.69
839,Honey Mustard Sauce,Food - Condiments,84572,40028,71,3310.84
840,Italian Herbal Seasoning,Food - Spices,81965,12246,7687,3421.27
841,Honey Ginger Tea,Food - Beverages,74844,5059,8438,7769.76
842,Chocolate Coconut Protein Balls,Food - Snacks,60904,18780,3865,5217.88
843,Chocolate Avocado Pudding,Food - Desserts,15362,15321,8280,5860.65
844,Smart Scale,Health,29012,47033,5903,6363.05
845,Dishwasher Safe Cutting Board,Kitchen,24510,25469,1759,930.54
846,BBQ Sauce,Food - Condiments,80663,24376,5630,3392.31
847,Bamboo Bathtub Caddy,Home,9238,4505,9225,1162.09
848,Cinnamon Sugar Tortilla Chips,Food - Snacks,1056,32151,691,8536.39
849,Roasted Garlic Butter,Food - Condiments,66633,31606,2562,1405.72
850,Creative Puzzle Game,Toys,20953,27871,3632,2721.22
851,Roasted Garlic,Food - Condiments,54744,17628,8856,5494.28
852,Nature Explorer Lens Kit,Toys,77264,44808,1236,8746.81
853,Mango Chili Salsa,Food - Condiments,79952,16850,314,11.34
854,Hibiscus Tea Bags,Food - Beverages,36196,47121,67,6242.19
855,BBQ Jackfruit,Food - Prepared Foods,22330,4392,3449,9416.04
856,Children's Backpack,Accessories,13822,6577,2041,3313.07
857,Coffee Subscription Service,Food,30070,6370,8459,5338.34
858,Running Shorts,Clothing - Activewear,3904,3104,7563,9860.2
859,Folding Table,Outdoor,85908,8732,5483,6478.11
860,Chic Jumpsuit,Clothing - Jumpsuits,4859,1783,8136,3895.6
861,Creamy Garlic Mashed Potatoes,Food - Sides,91337,12056,9203,7477.19
862,Handmade Soap Making Kit,Crafts,62885,33982,8637,5879.41
863,Smart Thermostat,Smart Home,2307,29400,1545,8979.37
864,Olive Oil,Food - Condiments,53049,43610,6196,7323.17
865,Vegetable Spiralizer,Kitchen,40026,40004,8041,3583.86
866,Pasta Salad Kit,Food - Prepared Foods,63169,33390,8349,6759.11
867,Basil Tomato Soup,Food - Canned Soups,66181,10920,7055,730.97
868,Coconut Curry Lentils,Food - Canned Goods,92799,29257,1411,264.72
869,Outdoor Mosquito Repellent Lantern,Outdoor,47547,28919,6635,1973.92
870,Veggie Burger Patties,Food - Meat Substitutes,30561,11032,9981,1735.71
871,Manual Coffee Grinder,Kitchen,50003,29448,208,3661.14
872,Black Olives,Food - Canned Goods,21694,30321,2153,7485.77
873,Pressure Washer Accessories Kit,Home Improvement,61761,18254,8207,8937.38
874,Air Mattress,Outdoor,21066,42140,8236,6320.05
875,Sourdough Bread,Food - Bakery,12497,20207,654,1545.87
876,Creamy Coleslaw Mix,Food - Produce,45574,7357,4295,8226.55
877,Whole Wheat Bread,Food - Bakery,55763,18951,384,1902.69
878,Granola Bars,Food - Snacks,51111,12218,1648,6999.07
879,Crispy Onion Rings,Food - Frozen Foods,71052,5240,6960,5537.81
880,Rustic Wooden Picture Frame,Home,8039,17455,6037,4350.63
881,Fitness Tracker with Heart Rate Monitor,Fitness,53751,2870,9202,6428.03
882,Herbed Mushroom Risotto,Food - Prepared Foods,61917,33845,7733,5052.39
883,Adjustable Laptop Stand,Office,22985,26151,1499,4482.89
884,Ice Cream Scoop,Kitchen,7509,20332,5117,1347.46
885,Frozen Acai Bowl,Food - Frozen Foods,6277,34931,5936,6465.83
886,Car Trash Can,Automotive,69157,11931,3117,4899.61
887,Almond Butter,Food - Condiments,59863,23122,4363,2455.71
888,Sriracha Sauce,Food - Condiments,94482,680,6399,8897.59
889,Workstation Laptop Stand,Office,13058,2807,4385,7096.94
890,Cabbage Slaw Mix,Food - Vegetables,64029,25102,9165,3049.87
891,Lentil Vegetable Stew,Food - Canned Soups,56929,45527,1450,8254.13
892,LED Flashlight,Outdoor,8367,47914,729,6060.27
893,Spicy Roasted Nuts,Food - Snacks,6537,12921,6120,8946.88
894,Wrap Front Midi Skirt,Clothing - Bottoms,49831,9261,7766,7598.95
895,Creamy Coleslaw Mix,Food - Produce,77977,7037,7995,900.01
896,Dog Waste Bag Dispenser,Pets,9969,853,1589,481.46
897,Ergonomic Gaming Chair,Gaming,86672,28452,6587,3451.26
898,Memory Card,Storage,44710,45131,7767,6788.63
899,Chipotle Seasoning Blend,Food - Spices,56949,23137,4155,6833.57
900,Pet Grooming Gloves,Pets,21450,48522,9467,7625.6
901,Vegetarian Stir Fry Sauce,Food - Condiments,55561,3916,5878,7013.38
902,Savory Oatmeal,Food - Breakfast,59658,5065,3878,1063.38
903,Portable Charger with Solar Panel,Electronics,70663,21659,8368,4658.94
904,Portable Pet Pooper Scooper,Pets,82814,27928,9782,8991.56
905,Cinnamon Spiced Almonds,Food - Snacks,87224,31764,6952,7275.23
906,Portable Campfire,Outdoor,36074,34606,3253,7660.2
907,LED Table Lamp,Home,32746,16576,8177,9514.11
908,Cordless Water Flosser,Health,38251,36563,2278,7054.95
909,Portable Bluetooth Keyboard,Electronics,43550,26495,797,2725.65
910,Handmade Wooden Utensil Set,Kitchen,17038,31255,299,1824.57
911,Folding Backpack Chair,Outdoor,21447,41431,3139,4143.31
912,Portable Bluetooth Headphones,Audio,67271,28811,7627,9949.03
913,Electric Blanket,Home,3036,17092,1473,9101.02
914,Orange Ginger Vinaigrette,Food - Condiments,84757,25648,8207,9179.74
915,Solar Garden Lights,Outdoor,81818,11214,5292,7877.51
916,Chocolate Chip Pancake Mix,Food - Bakery,1725,34851,3175,3624.11
917,Organic Chia Seeds,Food - Health Foods,82033,27252,5670,5196.17
918,Reusable Snack Bags,Kitchen,10013,8281,6441,1626.08
919,Portable Phone Mug Holder,Automotive,45251,32866,2055,4075.78
920,Customizable Photo Calendar,Books,93534,33660,1206,6087.5
921,Electric Kettle,Kitchen,31304,8293,7231,8203.16
922,Almond Crunch Granola Bars,Food - Snacks,84828,7265,9683,4462.02
923,Herb Seasoned Rice,Food - Sides,41518,16810,4005,8179.79
924,Natural Soy Candles,Home,47232,41517,145,8570.61
925,Set of Measuring Spoons,Kitchen,90271,3354,3266,5025.18
926,Hot Dog Buns,Food - Bakery,62571,24868,4449,3422.94
927,Vegetarian Chili,Food - Canned Goods,40037,36318,1405,6938.89
928,Vintage Graphic Tee,Clothing - Tops,25250,17668,6679,3781.82
929,Cinnamon Spiced Almonds,Food - Snacks,32851,530,3729,3739.82
930,Oven-Baked Potato Chips,Food - Snacks,93893,5273,433,6745.0
931,Car Vacuum Cleaner,Automotive,77720,29759,3328,4313.23
932,Sweet Corn,Food - Canned Goods,37493,41975,2897,9698.87
933,Organic Quinoa,Food - Grains,68635,49654,5531,1685.64
934,Wireless Mouse,Electronics,45234,27045,9796,4801.29
935,Spicy Hummus,Food - Deli,19257,19481,8212,3875.26
936,Breathable Face Mask Set,Health,91063,30567,7042,4689.63
937,Pasta (Linguine),Food - Pasta,79995,8076,5920,5044.73
938,Buffalo Sauce,Food - Condiments,11018,9611,4706,336.91
939,Coconut Cream,Food - Baking & Cooking,88077,5347,4734,2798.56
940,Adjustable Dumbbells,Fitness,62070,15607,9317,4869.79
941,Biodegradable Trash Bags,Home,381,11268,8903,5346.84
942,Travel Yoga Mat,Fitness,27895,29154,7148,3166.82
943,Electric Stir Fry Pan,Kitchen,28265,36036,70,9507.0
944,Compact Umbrella,Accessories,13111,27094,5891,8821.75
945,Pet Bed,Pets,68367,8623,5076,7160.46
946,Vegan Cheese,Food - Dairy Alternatives,12595,12073,3988,7983.68
947,Whole Wheat Pita Bread,Food - Bread,95428,2893,284,4658.85
948,Almond Flour Tortillas,Food - Baking & Cooking,15043,12621,2441,4734.0
949,Set of Gardening Gloves with Claws,Garden,72810,22741,5199,1910.71
950,Trackpad for Laptop,Accessories,66275,46405,6859,578.22
951,Indestructible Dog Toy,Pets,10868,11077,7191,8608.87
952,Children's Art Set,Toys,36261,47187,7317,2773.38
953,Himalayan Salt Grinder,Food - Spices,50004,41285,7771,6146.29
954,Herbal Tea Variety Pack,Food - Beverages,4004,36461,1228,2964.89
955,Salsa,Food - Condiments,74094,9374,3650,1811.58
956,Digital Wireless Camera,Home Security,95833,26592,3992,8297.33
957,Crispy Potato Tots,Food - Frozen Foods,1948,48061,5037,6565.55
958,Cinnamon Sugar Popcorn,Food - Snacks,951,35309,8205,3189.15
959,Vegan Alfredo Sauce,Food - Sauces,87341,628,4929,303.58
960,Gardening Gloves with Claws,Garden,39867,38204,9550,71.43
961,Free-Range Eggs,Food - Dairy,11362,4057,7442,6596.4
962,Wireless Mouse,Electronics,44457,337,4105,5109.61
963,Solar Garden Lights,Outdoor,79350,11328,6037,1094.53
964,Zesty Garlic Hummus,Food - Snacks,46154,46206,2117,6562.82
965,Spinach and Cheese Stuffed Shells,Food - Frozen Meals,91758,47256,7308,9085.29
966,LED Desk Lamp with USB Charging Port,Office,98091,9904,1060,5634.74
967,Lemon Dill Chicken Skewers,Food - Meat,26770,42602,6059,4216.67
968,Yoga Mat,Fitness,80129,24004,9965,2322.36
969,Vegetable Spiralizer,Kitchen,89893,26176,3569,4446.97
970,Nutritional Yeast,Food - Pantry,51021,20076,2130,9688.84
971,Brussels Sprouts,Food - Produce,85299,4758,6008,2384.38
972,Reclining Camping Chair,Outdoor,93308,36301,5845,899.99
973,Spinach Artichoke Dip,Food - Snacks,3276,33546,5661,5699.76
974,Baby Safety Corner Guards,Baby,10413,41098,2934,8772.59
975,White Rice,Food - Grains,77171,11884,8727,3028.96
976,Emergency Preparedness Kit,Safety,29433,46072,9134,5067.01
977,Dog Training Collar,Pets,59355,25354,1230,3357.23
978,Decorative Throw Blanket,Home,99459,32077,4717,9504.33
979,Car Windshield Sun Shade,Automotive,48974,29276,6156,7537.34
980,Chocolate Dipped Fruit,Food - Snacks,67266,32345,7293,9766.05
981,Silicone Stretch Lids,Kitchen,28063,21138,9022,228.81
982,Greek Yogurt Parfait,Food - Dairy,95379,42129,9306,3433.93
983,Reusable Food Storage Bags,Kitchen,25425,33127,2383,5174.28
984,Portable Solar Generator,Outdoor,7688,10094,7817,6602.49
985,Organic Sweet Potatoes,Food - Produce,86519,8444,4028,7933.79
986,Mesh Laundry Bags Set,Home,36958,33050,2295,2108.02
987,Pocket Blanket,Outdoor,16188,18441,1812,9319.42
988,Frozen Acai Purée,Food - Frozen,42608,46882,1880,8640.84
989,Colorful Post-It Notes Set,Office,32577,686,451,7739.98
990,Personal Blender with Travel Cup,Kitchen,72520,48850,5020,4944.01
991,Mini Fondue Set,Kitchen,89897,42306,3642,5756.5
992,Chocolate Mint Thins,Food - Snacks,36058,21515,2795,4930.19
993,Durable Hiking Boots,Footwear,23762,9306,9195,8083.52
994,Portable Hammock with Stand,Outdoor,41054,22616,4467,4070.13
995,Laptop Stand,Accessories,27770,44635,6844,8481.26
996,Apple Juice,Food - Beverages,86953,33146,7427,6205.22
997,Spinach and Feta Stuffed Chicken Breast,Food - Meat,30892,8179,4786,8695.51
998,Thai Coconut Curry Sauce,Food - Condiments,30931,27578,1262,6107.78
999,Pumpkin Spice Pancake Mix,Food - Breakfast,47336,8237,9575,7995.32
1000,Silicone Baking Mat Set,Kitchen,90977,12490,3041,1551.32
